nombre,region,latitud,longitud,altura,codigo_parroquia,Latitude, Longitude, Elevation, HorasDisconfort
ZAMBI, Sierra, -3.9, -79.5, 1714, 110354, -3.94,  -79.51,  1714.00,  4438\n
ZAMBIZA, Sierra, -0.1, -78.4, 2345, 170186, -0.14,  -78.42,  2345.00,  4955\n
ZAMORA, Oriente, -4.2, -79, 1853, 190150, -4.16,  -79.00,  1853.00,  4722\n
ZAPALLO, Costa, -0.5, -80, 193, 130552, -0.46,  -79.98,  193.00,  2129\n
ZAPOTAL, Costa, -1.3, -79.4, 59, 120752, -1.30,  -79.42,  59.00,  2255\n
ZAPOTILLO, Sierra, -4.4, -80.3, 282, 111350, -4.36,  -80.26,  282.00,  3243\n
ZARUMA, Costa, -3.7, -79.6, 1329, 71350, -3.69,  -79.61,  1329.00,  4107\n
ZHAGLLI_(SHAGLLI_), Sierra, -3.1, -79.4, 3494, 10853, -3.11,  -79.39,  3494.00,  6228\n
ZHIDMAD, Sierra, -2.9, -78.9, 2949, 10358, -2.95,  -78.88,  2949.00,  5317\n
ZHUD, Sierra, -2.5, -79, 3230, 30361, -2.45,  -78.99,  3230.00,  6053\n
ZUMBA, Oriente, -2.2, -78.4, 2982, 140160, -2.19,  -78.40,  2982.00,  5666\n
ZUMBAHUA, Sierra, -4.9, -79.2, 1484, 190250, -4.85,  -79.18,  1484.00,  4605\n
ZUMBI, Oriente, -1, -78.9, 3486, 50458, -0.96,  -78.90,  3486.00,  6196\n
ZUNNA_(ZUNNAC), Oriente, -4, -78.7, 1204, 190750, -3.96,  -78.75,  1204.00,  4025\n
ZURMI, Oriente, -4.3, -78.7, 1043, 190351, -4.25,  -78.75,  1043.00,  3943\n
nombre,region,latitud,longitud,altura,codigo_parroquia,Latitude, Longitude, Elevation, HorasDisconfort, Revisar estas Parroquias
10_DE_AGOSTO, Costa, -0.1, -80.1, 169, 131752, -0.13,  -80.05,  169.00,  2182\n
5_DE_JUNIO_(CAB_EN_UIMBI), Costa, 0.9, -78.7, 174, 80555, 0.93,  -78.75,  174.00,  2380\n, 0.94,  -79.60,  174.00,  2249\n
ABDON_CALDERON_(SAN_FRANCISCO), Costa, -1, -80.3, 68, 130151, -1.05,  -80.32,  68.00,  1966\n
ALAQUES_(ALAQUEZ), Sierra, -0.9, -78.5, 3818, 50151, -0.85,  -78.49,  3818.00,  6429\n
ALAUSI, Sierra, -2.2, -78.9, 2279, 60250, -2.19,  -78.85,  2279.00,  5190\n
ALOAG, Sierra, -0.5, -78.6, 3089, 170351, -0.45,  -78.65,  3089.00,  5762\n
ANGEL_PEDRO_GILER_(LA_ESTANCILLA), Costa, -0.8, -80.2, 28, 131552, -0.84,  -80.25,  28.00,  1914\n
ASUNCION, Oriente, -3.2, -79.2, 1710, 10251, -3.23,  -79.25,  1710.00,  3551\n
BARRAGANETE, Costa, -0.7, -79.8, 148, 131151, -0.75,  -79.79,  148.00,  2200\n
BOLIVAR, Sierra, -1.4, -78.6, 3004, 180752, -1.39,  -78.55,  3004.00,  5598\n
BOYACA, Costa, -0.5, -80.2, 220, 130351, -0.55,  -80.17,  220.00,  2414\n
CALACALI, Sierra, 0, -78.5, 2869, 170154, 0.05,  -78.52,  2869.00,  5393\n
CAMILO_PONCE_ENRIQUEZ, Sierra, -3.1, -79.7, 1209, 11550, -3.05,  -79.65,  1209.00,  4287\n
CANGAHUA, Sierra, -0.1, -78.1, 3495, 170252, -0.09,  -78.15,  3495.00,  5756\n
CAROLINA, Sierra, 0.6, -78.2, 2486, 100153, 0.65,  -78.22,  2486.00,  5227\n
CASACAY, Costa, -3.3, -79.7, 245, 70952, -3.35,  -79.71,  245.00,  2654\n
CATACOCHA, Sierra, -4.1, -79.6, 2216, 110950, -4.08,  -79.65,  2216.00,  4912\n
CEBADAS, Sierra, -2, -78.6, 4021, 60651, -2.05,  -78.55,  4021.00,  6545\n
CELICA, Sierra, -4.1, -80, 1144, 110450, -4.15,  -79.95,  1144.00,  3936\n
CHANTILIN, Sierra, -0.9, -78.6, 2868, 50652
CHARAPOTO, Costa, -0.8, -80.4, 111, 131453, -0.79,  -80.45,  111.00,  1953\n
CHIBUNGA, Costa, -0.1, -79.7, 219, 130354, -0.06,  -79.75,  219.00,  2608\n
CHICANNA, Oriente, -3.6, -78.7, 2172, 190551, -3.65,  -78.75,  2172.00,  5214\n
CHICAN_(GUILLERMO_ORTEGA), Sierra, -2.8, -78.7, 2854, 10553, -2.81,  -78.75,  2854.00,  5322\n
CHUMBLIN, Sierra, -3.1, -79.2, 3528, 10751, -3.09,  -79.25,  3528.00,  6173\n
CUSUBAMBA, Sierra, -1.1, -78.7, 3815, 50552, -1.09,  -78.75,  3815.00,  6433\n
EL_ALTAR, Sierra, -1.5, -78.4, 3662, 60951, -1.55,  -78.44,  3662.00,  6313\n
EL_DORADO_DE_CASCALES, Oriente, 0.1, -77.2, 506, 210650, 0.15,  -77.25,  506.00,  2690\n
EL_INGENIO1, , -3.7, -79.9, 632, 70851, -3.73,  -79.95,  632.00,  3272\n
EL_PARAISO_DE_CELEN, Sierra, -3.6, -79.4, 2794, 111151, -3.60,  -79.35,  2794.00,  5373\n
EL_PROGRESO_(CAB_EN_ZHOTA), Sierra, -3.4, -79.2, 2307, 10452, -3.37,  -79.25,  2307.00,  5014\n
GALERA, Costa, 0.8, -80.1, 150, 80353, 0.78,  -80.05,  150.00,  2308\n
GARCIA_MORENO, Sierra, 0.5, -78, 2977, 40251, 0.55,  -77.97,  2977.00,  5378\n
GONZALEZ_SUAREZ, Sierra, 0.2, -78.2, 2932, 100453, 0.15,  -78.20,  2932.00,  5284\n
GUANAZAN, Costa, -3.4, -79.5, 2941, 71353, -3.45,  -79.50,  2941.00,  5549\n
ILAPO, Sierra, -1.5, -78.6, 3260, 60752, -1.55,  -78.58,  3260.00,  5824\n
IMANTAG, Sierra, 0.4, -78.3, 3902, 100353, 0.45,  -78.35,  3902.00,  6301\n
INDANZA, Oriente, -3.1, -78.5, 1259, 140351, -3.05,  -78.48,  1259.00,  4133\n
JADAN, Sierra, -2.9, -78.9, 2946, 10353, -2.90,  -78.85,  2946.00,  5392\n
JERUSALEN, Sierra, -2.7, -79, 3414, 30254, -2.65,  -78.97,  3414.00,  5966\n
LAGO_SAN_PEDRO, Oriente, -0.2, -76.9, 301, 220355, -0.25,  -76.93,  301.00,  2976\n
LA_AVANZADA, Costa, -3.6, -79.9, 142, 71253, -3.57,  -79.95,  142.00,  2367\n
LA_CHONTA, Oriente, -4.9, -79.1, 1300, 190254, -4.95,  -79.09,  1300.00,  4443\n
LA_PEANNA, Costa, -3.3, -79.9, 21, 70953, -3.31,  -79.85,  21.00,  2187\n
LA_UNION2, , 0.2, -79.4, 163, 80455, 0.15,  -79.43,  163.00,  2230\n, -0.60,  -79.42,  163.00,  2187\n
LLIGUA, Sierra, -1.4, -78.4, 2416, 180251, -1.38,  -78.45,  2416.00,  5263\n
LOS_ANDES_(CAB_EN_POATUG), Sierra, -1.2, -78.5, 2952, 180552, -1.25,  -78.49,  2952.00,  5557\n
MACUMA, Oriente, -2.2, -77.7, 599, 140952, -2.15,  -77.66,  599.00,  3336\n
MALDONADO1, , 1, -78.9, 29, 80256, 1.05,  -78.90,  29.00,  2344\n
MARCOS_ESPINEL_(CHACATA), Sierra, -1.2, -78.4, 3840, 180853, -1.15,  -78.42,  3840.00,  6491\n
MIRA_(CHONTAHUASI), Sierra, 0.6, -78.1, 2539, 40450, 0.56,  -78.05,  2539.00,  5050\n
MUISNE, Costa, 0.6, -79.9, 35, 80350, 0.61,  -79.95,  35.00,  2241\n
NANEGALITO, Sierra, 0, -78.7, 1818, 170169, 0.05,  -78.72,  1818.00,  5335\n
NARANJITO, Costa, -2.2, -79.4, 46, 91250, -2.15,  -79.40,  46.00,  2387\n
PELILEO, Sierra, -1.3, -78.5, 2574, 180750, -1.35,  -78.53,  2574.00,  5318\n
PICHINCHA, Costa, -1, -79.8, 106, 131150, -0.95,  -79.85,  106.00,  2097\n
PILAGUIN_(PILAHUIN), Sierra, -1.3, -78.8, 3972, 180161, -1.35,  -78.83,  3972.00,  6555\n
PIMAMPIRO, Sierra, 0.4, -77.9, 2376, 100550, 0.36,  -77.95,  2376.00,  5347\n
PINTAG, Sierra, -0.4, -78.3, 3401, 170176, -0.45,  -78.34,  3401.00,  5896\n
POMASQUI, Sierra, -0, -78.5, 2481, 170177, -0.05,  -78.46,  2481.00,  4914\n, 0.19,  -78.49,  2481.00,  5236\n
POZUL_(SAN_JUAN_DE_POZUL), Sierra, -4.1, -80.1, 1597, 110455, -4.13,  -80.05,  1597.00,  4379\n
PUCAPAMBA, Oriente, -4.9, -79.1, 1092, 190256, -4.95,  -79.12,  1092.00,  4212\n
PUERTO_BOLIVAR_(PUERTO_MONTUFAR), Oriente, -0, -76, 262, 210352, -0.05,  -76.03,  262.00,  2989\n
PUERTO_LIMON, Sierra, -0.4, -79.4, 269, 230152, -0.35,  -79.36,  269.00,  2690\n
PUERTO_NAPO, Oriente, -1.1, -77.7, 456, 150156, -1.09,  -77.75,  456.00,  3250\n
PUERTO_VILLAMIL, , -1, -91, 1000, 200250, -0.95,  -90.97,  1000.00,  3385\n
RUMIPAMBA2, , -1.5, -78.6, 3569, 180651, -1.45,  -78.63,  3569.00,  6220\n
SABANILLA2, , -4.2, -80.1, 578, 110456, -4.21,  -80.15,  578.00,  3440\n
SACAPALCA, Sierra, -4.1, -79.5, 1519, 110756, -4.15,  -79.53,  1519.00,  4275\n
SANGOLQUI, Sierra, -0.4, -78.4, 2590, 170550, -0.35,  -78.44,  2590.00,  5120\n
SANTA_MARTHA_DE_CUBA, Sierra, 0.6, -77.8, 2832, 40161, 0.65,  -77.76,  2832.00,  5306\n
SANTA_ROSA3, , -0.5, -90.4, 1000, 200352, -0.48,  -90.45,  1000.00,  3529\n
SAN_ANTONIO_DE_BAYUSHIG, Sierra, -1.5, -78.5, 2808, 60954, -1.55,  -78.52,  2808.00,  5417\n
SAN_JOSE_DEL_CHAZO, Sierra, -1.5, -78.6, 2930, 60757, -1.53,  -78.55,  2930.00,  5390\n
SAN_JOSE_DE_MORONA, Oriente, -2.9, -77.7, 234, 141251, -2.89,  -77.75,  234.00,  2926\n
SAN_JOSE_DE_QUICHINCHE, Sierra, 0.2, -78.4, 2805, 100455
SAN_JUAN2, , -1.7, -79.6, 19, 120452, -1.65,  -79.56,  19.00,  2433\n
SAN_LUCAS, Sierra, -3.7, -79.2, 2582, 110157, -3.75,  -79.24,  2582.00,  5351\n
SAN_LUIS_DE_PAMBIL, Sierra, -1.2, -79.2, 482, 20160, -1.25,  -79.22,  482.00,  3180\n
SAN_MARTIN_DE_PUZHIO, Sierra, -3, -78.7, 3021, 11154, -2.98,  -78.75,  3021.00,  5537\n
SAN_PEDRO_DE_LA_BENDITA, Sierra, -4, -79.4, 2230, 110353, -3.96,  -79.45,  2230.00,  5021\n
SAN_PEDRO_DE_LOS_COFANES, Oriente, -0.2, -76.8, 292, 210454, -0.15,  -76.84,  292.00,  2955\n
SAN_SEBASTIAN, Costa, -1.7, -79.1, 2667, 20354, -1.69,  -79.05,  2667.00,  6144\n
SEVILLA1, , 0.1, -77.1, 400, 210652, 0.09,  -77.15,  400.00,  3051\n
SHUSHUFINDI, Oriente, -0.2, -76.6, 292, 210450, -0.15,  -76.62,  292.00,  3011\n
SOZORANGA, Sierra, -4.2, -79.8, 1084, 111250, -4.25,  -79.79,  1084.00,  3934\n
TANICUCHI, Sierra, -0.8, -78.6, 3031, 50161, -0.76,  -78.65,  3031.00,  5567\n
TINGO, Sierra, -0.9, -79.1, 1554, 50457
TIXAN, Sierra, -2.2, -78.8, 3347, 60260, -2.15,  -78.77,  3347.00,  5959\n
TORATA, Costa, -3.6, -79.9, 520, 71255, -3.59,  -79.85,  520.00,  3108\n
TURI, Sierra, -2.9, -79, 2642, 10169, -2.95,  -79.02,  2642.00,  5434\n
VENTANAS, Costa, -1.5, -79.4, 19, 120750, -1.46,  -79.45,  19.00,  2367\n
WILFRIDO_LOOR_MOREIRA_(MAICITO), Costa, -0.3, -79.6, 194, 130451, -0.33,  -79.65,  194.00,  2231\n
ZHIDMAD, Sierra, -2.9, -78.9, 2949, 10358, -2.95,  -78.88,  2949.00,  5317\n
ZUMBAHUA, Sierra, -4.9, -79.2, 1484, 190250, -4.85,  -79.18,  1484.00,  4605\n
ZUNNA_(ZUNNAC), Oriente, -4, -78.7, 1204, 190750, -3.96,  -78.75,  1204.00,  4025\n
ZURMI, Oriente, -4.3, -78.7, 1043, 190351, -4.25,  -78.75,  1043.00,  3943\n
